distance phi
12140.00 -0.022422
12180.00 -0.025970
12220.00 -0.020747
12260.00 -0.014825
12300.00 -0.015347
12340.00 -0.011728
12380.00 -0.007012
12420.00 -0.007952
12460.00 -0.005322
12500.00 -0.002222
12540.00 -0.002426
12580.00 -0.000966
12620.00 -0.000380
12660.00 -0.000206
12700.00 -0.000012
12740.00 0.000000
12780.00 0.000000
12820.00 0.000000
12860.00 0.000000
12900.00 0.000000
12940.00 0.000000
12980.00 0.000000
13020.00 0.000000
13060.00 0.000000
13100.00 0.000000
13140.00 0.000000
13180.00 0.000000
13220.00 0.000000
13260.00 0.000000
13300.00 0.000000
13340.00 0.000000
13380.00 0.000000
13420.00 0.000000
13460.00 0.000000
13500.00 0.000000
13540.00 0.000000
13580.00 0.000000
13620.00 0.000000
13660.00 0.000000
13700.00 0.000000
13740.00 0.000000
13780.00 0.000000
13820.00 0.000000
13860.00 0.000000
13900.00 0.000000
13940.00 0.000000
13980.00 0.000000
14020.00 0.000000
14060.00 0.000000
14100.00 0.000000
14140.00 0.000000
14180.00 0.000000
14220.00 0.000000
14260.00 0.000000
14300.00 0.000000
14340.00 0.000000
14380.00 0.000000
14420.00 0.000000
14460.00 0.000000
14500.00 0.000000
14540.00 0.000000
14580.00 0.000000
14620.00 0.000000
14660.00 0.000000
14700.00 0.000000
14740.00 0.000000
14780.00 0.000000
14820.00 0.000000
14860.00 0.000000
14900.00 0.000000
14940.00 0.000000
