distance phi
12180.00 -0.003960
12220.00 -0.003863
12260.00 -0.003873
12300.00 -0.003929
12340.00 -0.003797
12380.00 -0.003969
12420.00 -0.003916
12460.00 -0.003703
12500.00 -0.003947
12540.00 -0.003584
12580.00 -0.003379
12620.00 -0.003792
12660.00 -0.003497
12700.00 -0.003058
12740.00 -0.003398
12780.00 -0.003153
12820.00 -0.002874
12860.00 -0.002993
12900.00 -0.002791
12940.00 -0.002486
12980.00 -0.002315
13020.00 -0.001810
13060.00 -0.002168
13100.00 -0.001445
13140.00 -0.001230
13180.00 -0.001101
13220.00 -0.000441
13260.00 -0.000325
13300.00 0.000000
13340.00 0.000000
13380.00 0.000000
13420.00 0.000000
13460.00 0.000000
13500.00 0.000000
13540.00 0.000000
13580.00 0.000000
13620.00 0.000000
13660.00 0.000000
13700.00 0.000000
13740.00 0.000000
13780.00 0.000000
13820.00 0.000000
13860.00 0.000000
13900.00 0.000000
13940.00 0.000000
13980.00 0.000000
14020.00 0.000000
14060.00 0.000000
14100.00 0.000000
14140.00 0.000000
14180.00 0.000000
14220.00 0.000000
14260.00 0.000000
14300.00 0.000000
14340.00 0.000000
14380.00 0.000000
14420.00 0.000000
14460.00 0.000000
14500.00 0.000000
14540.00 0.000000
14580.00 0.000000
14620.00 0.000000
14660.00 0.000000
14700.00 0.000000
14740.00 0.000000
14780.00 0.000000
14820.00 0.000000
14860.00 0.000000
14900.00 0.000000
14940.00 0.000000
